월별,시간별,항목,2021 년
7월,20시,1차 금속 제조업,930
7월,20시,금속가공제품 제조업;기계 및 가구 제외,936
7월,20시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,997
7월,20시,의료/ 정밀/ 광학기기 및 시계 제조업,962
7월,20시,전기장비 제조업,925
7월,20시,기타 기계 및 장비 제조업,962
7월,20시,자동차 및 트레일러 제조업,991
7월,20시,기타 운송장비 제조업,847
7월,20시,가구 제조업,895
7월,20시,기타 제품 제조업,930
7월,20시,산업용 기계 및 장비 수리업,875
7월,20시,전기/ 가스/ 증기 및 공기조절 공급업,1013
7월,20시,수도사업,1088
7월,20시,하수/ 폐수 및 분뇨 처리업,1040
7월,20시,폐기물 수집운반/ 처리 및 원료재생업,869
7월,20시,환경 정화 및 복원업,1111
7월,20시,종합 건설업,1182
7월,20시,전문직별 공사업,1104
7월,20시,자동차 및 부품 판매업,967
7월,20시,도매 및 상품중개업,1001
7월,20시,소매업; 자동차 제외,1272
7월,20시,육상운송 및 파이프라인 운송업,1355
7월,20시,수상 운송업,855
7월,20시,항공 운송업,1019
7월,20시,창고 및 운송관련 서비스업,1023
7월,20시,숙박업,1137
7월,20시,음식점 및 주점업,1575
7월,20시,출판업,1030
7월,20시,영상/ 오디오 기록물 제작 및 배급업,1327
7월,20시,방송업,986
7월,20시,통신업,982
7월,20시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,990
7월,20시,정보서비스업,984
7월,20시,금융업,833
7월,20시,보험 및 연금업,776
7월,20시,금융 및 보험 관련 서비스업,856
7월,20시,부동산업,1173
7월,20시,연구개발업,921
7월,20시,전문서비스업,928
7월,20시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,970
7월,20시,기타 전문/ 과학 및 기술 서비스업,985
7월,20시,사업시설 관리 및 조경 서비스업,958
7월,20시,사업지원 서비스업,1013
7월,20시,임대업;부동산 제외,1065
7월,20시,공공행정/ 국방 및 사회보장 행정,930
7월,20시,교육 서비스업,755
7월,20시,보건업,887
7월,20시,사회복지 서비스업,781
7월,20시,창작/ 예술 및 여가관련 서비스업,952
7월,20시,스포츠 및 오락관련 서비스업,1282
7월,20시,협회 및 단체,1190
7월,20시,개인 및 소비용품 수리업,801
7월,20시,기타 개인 서비스업,1051
7월,20시,가구내 고용활동,1178
7월,20시,국제 및 외국기관,1014
7월,21시,농업,964
7월,21시,임업,859
7월,21시,어업,1003
7월,21시,석탄/ 원유 및 천연가스 광업,1201
7월,21시,금속 광업,739
7월,21시,비금속광물 광업;연료용 제외,695
7월,21시,광업 지원 서비스업,800
7월,21시,식료품 제조업,883
7월,21시,음료 제조업,972
7월,21시,담배 제조업,997
7월,21시,섬유제품 제조업; 의복제외,934
7월,21시,의복/ 의복액세서리 및 모피제품 제조업,735
7월,21시,가죽/ 가방 및 신발 제조업,732
7월,21시,목재 및 나무제품 제조업;가구제외,838
7월,21시,펄프/ 종이 및 종이제품 제조업,951
7월,21시,인쇄 및 기록매체 복제업,824
7월,21시,코크스/ 연탄 및 석유정제품 제조업,1001
7월,21시,화학물질 및 화학제품 제조업;의약품 제외,975
7월,21시,의료용 물질 및 의약품 제조업,899
7월,21시,고무제품 및 플라스틱제품 제조업,925
7월,21시,비금속 광물제품 제조업,899
7월,21시,1차 금속 제조업,921
7월,21시,금속가공제품 제조업;기계 및 가구 제외,844
7월,21시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,982
7월,21시,의료/ 정밀/ 광학기기 및 시계 제조업,947
7월,21시,전기장비 제조업,882
7월,21시,기타 기계 및 장비 제조업,851
7월,21시,자동차 및 트레일러 제조업,965
7월,21시,기타 운송장비 제조업,817
7월,21시,가구 제조업,744
7월,21시,기타 제품 제조업,826
7월,21시,산업용 기계 및 장비 수리업,772
7월,21시,전기/ 가스/ 증기 및 공기조절 공급업,1024
7월,21시,수도사업,1097
7월,21시,하수/ 폐수 및 분뇨 처리업,1040
7월,21시,폐기물 수집운반/ 처리 및 원료재생업,832
7월,21시,환경 정화 및 복원업,1084
7월,21시,종합 건설업,1149
7월,21시,전문직별 공사업,1064
7월,21시,자동차 및 부품 판매업,769
7월,21시,도매 및 상품중개업,902
7월,21시,소매업; 자동차 제외,1113
7월,21시,육상운송 및 파이프라인 운송업,1247
7월,21시,수상 운송업,898
7월,21시,항공 운송업,926
7월,21시,창고 및 운송관련 서비스업,978
7월,21시,숙박업,1122
7월,21시,음식점 및 주점업,1431
7월,21시,출판업,986
7월,21시,영상/ 오디오 기록물 제작 및 배급업,1245
7월,21시,방송업,943
7월,21시,통신업,962
7월,21시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,982
7월,21시,정보서비스업,954
7월,21시,금융업,748
7월,21시,보험 및 연금업,695
7월,21시,금융 및 보험 관련 서비스업,785
7월,21시,부동산업,1069
7월,21시,연구개발업,871
7월,21시,전문서비스업,858
7월,21시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,945
7월,21시,기타 전문/ 과학 및 기술 서비스업,896
7월,21시,사업시설 관리 및 조경 서비스업,901
7월,21시,사업지원 서비스업,905
7월,21시,임대업;부동산 제외,912
7월,21시,공공행정/ 국방 및 사회보장 행정,875
7월,21시,교육 서비스업,707
7월,21시,보건업,824
7월,21시,사회복지 서비스업,683
7월,21시,창작/ 예술 및 여가관련 서비스업,879
7월,21시,스포츠 및 오락관련 서비스업,1355
7월,21시,협회 및 단체,1097
7월,21시,개인 및 소비용품 수리업,661
7월,21시,기타 개인 서비스업,912
7월,21시,가구내 고용활동,1125
7월,21시,국제 및 외국기관,999
7월,22시,농업,910
7월,22시,임업,802
7월,22시,어업,999
7월,22시,석탄/ 원유 및 천연가스 광업,1237
7월,22시,금속 광업,708
7월,22시,비금속광물 광업;연료용 제외,611
7월,22시,광업 지원 서비스업,757
7월,22시,식료품 제조업,846
7월,22시,음료 제조업,943
7월,22시,담배 제조업,970
7월,22시,섬유제품 제조업; 의복제외,914
7월,22시,의복/ 의복액세서리 및 모피제품 제조업,620
7월,22시,가죽/ 가방 및 신발 제조업,649
7월,22시,목재 및 나무제품 제조업;가구제외,788
7월,22시,펄프/ 종이 및 종이제품 제조업,927
7월,22시,인쇄 및 기록매체 복제업,742
7월,22시,코크스/ 연탄 및 석유정제품 제조업,999
7월,22시,화학물질 및 화학제품 제조업;의약품 제외,963
7월,22시,의료용 물질 및 의약품 제조업,853
7월,22시,고무제품 및 플라스틱제품 제조업,885
7월,22시,비금속 광물제품 제조업,879
7월,22시,1차 금속 제조업,918
7월,22시,금속가공제품 제조업;기계 및 가구 제외,793
7월,22시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,974
7월,22시,의료/ 정밀/ 광학기기 및 시계 제조업,948
7월,22시,전기장비 제조업,854
7월,22시,기타 기계 및 장비 제조업,781
7월,22시,자동차 및 트레일러 제조업,969
7월,22시,기타 운송장비 제조업,774
7월,22시,가구 제조업,605
7월,22시,기타 제품 제조업,756
7월,22시,산업용 기계 및 장비 수리업,692
7월,22시,전기/ 가스/ 증기 및 공기조절 공급업,1010
7월,22시,수도사업,1086
7월,22시,하수/ 폐수 및 분뇨 처리업,1032
7월,22시,폐기물 수집운반/ 처리 및 원료재생업,798
7월,22시,환경 정화 및 복원업,1102
7월,22시,종합 건설업,1081
7월,22시,전문직별 공사업,983
7월,22시,자동차 및 부품 판매업,652
7월,22시,도매 및 상품중개업,789
7월,22시,소매업; 자동차 제외,914
7월,22시,육상운송 및 파이프라인 운송업,1130
7월,22시,수상 운송업,844
7월,22시,항공 운송업,826
7월,22시,창고 및 운송관련 서비스업,914
7월,22시,숙박업,1080
7월,22시,음식점 및 주점업,1152
7월,22시,출판업,966
7월,22시,영상/ 오디오 기록물 제작 및 배급업,1094
7월,22시,방송업,888
7월,22시,통신업,948
7월,22시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,976
7월,22시,정보서비스업,927
7월,22시,금융업,655
7월,22시,보험 및 연금업,625
7월,22시,금융 및 보험 관련 서비스업,725
7월,22시,부동산업,922
7월,22시,연구개발업,833
7월,22시,전문서비스업,789
7월,22시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,881
7월,22시,기타 전문/ 과학 및 기술 서비스업,829
7월,22시,사업시설 관리 및 조경 서비스업,836
7월,22시,사업지원 서비스업,797
7월,22시,임대업;부동산 제외,775
7월,22시,공공행정/ 국방 및 사회보장 행정,806
7월,22시,교육 서비스업,650
7월,22시,보건업,769
7월,22시,사회복지 서비스업,603
7월,22시,창작/ 예술 및 여가관련 서비스업,769
7월,22시,스포츠 및 오락관련 서비스업,1170
7월,22시,협회 및 단체,922
7월,22시,개인 및 소비용품 수리업,547
7월,22시,기타 개인 서비스업,772
7월,22시,가구내 고용활동,1063
7월,22시,국제 및 외국기관,967
7월,23시,농업,868
7월,23시,임업,748
7월,23시,어업,994
7월,23시,석탄/ 원유 및 천연가스 광업,1107
7월,23시,금속 광업,693
7월,23시,비금속광물 광업;연료용 제외,578
7월,23시,광업 지원 서비스업,715
7월,23시,식료품 제조업,821
7월,23시,음료 제조업,924
7월,23시,담배 제조업,912
7월,23시,섬유제품 제조업; 의복제외,897
7월,23시,의복/ 의복액세서리 및 모피제품 제조업,539
7월,23시,가죽/ 가방 및 신발 제조업,605
7월,23시,목재 및 나무제품 제조업;가구제외,764
7월,23시,펄프/ 종이 및 종이제품 제조업,919
7월,23시,인쇄 및 기록매체 복제업,683
7월,23시,코크스/ 연탄 및 석유정제품 제조업,998
7월,23시,화학물질 및 화학제품 제조업;의약품 제외,954
7월,23시,의료용 물질 및 의약품 제조업,833
7월,23시,고무제품 및 플라스틱제품 제조업,863
7월,23시,비금속 광물제품 제조업,863
7월,23시,1차 금속 제조업,922
7월,23시,금속가공제품 제조업;기계 및 가구 제외,763
7월,23시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,969
7월,23시,의료/ 정밀/ 광학기기 및 시계 제조업,946
7월,23시,전기장비 제조업,861
7월,23시,기타 기계 및 장비 제조업,744
7월,23시,자동차 및 트레일러 제조업,936
7월,23시,기타 운송장비 제조업,739
7월,23시,가구 제조업,541
7월,23시,기타 제품 제조업,717
7월,23시,산업용 기계 및 장비 수리업,634
7월,23시,전기/ 가스/ 증기 및 공기조절 공급업,1000
7월,23시,수도사업,1048
7월,23시,하수/ 폐수 및 분뇨 처리업,1019
7월,23시,폐기물 수집운반/ 처리 및 원료재생업,778
7월,23시,환경 정화 및 복원업,978
7월,23시,종합 건설업,977
7월,23시,전문직별 공사업,892
7월,23시,자동차 및 부품 판매업,550
7월,23시,도매 및 상품중개업,695
7월,23시,소매업; 자동차 제외,719
7월,23시,육상운송 및 파이프라인 운송업,992
7월,23시,수상 운송업,811
7월,23시,항공 운송업,753
7월,23시,창고 및 운송관련 서비스업,850
7월,23시,숙박업,1008
7월,23시,음식점 및 주점업,857
7월,23시,출판업,918
7월,23시,영상/ 오디오 기록물 제작 및 배급업,852
7월,23시,방송업,847
7월,23시,통신업,937
7월,23시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,970
7월,23시,정보서비스업,889
7월,23시,금융업,566
7월,23시,보험 및 연금업,546
7월,23시,금융 및 보험 관련 서비스업,660
7월,23시,부동산업,746
7월,23시,연구개발업,797
7월,23시,전문서비스업,710
7월,23시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,813
7월,23시,기타 전문/ 과학 및 기술 서비스업,768
7월,23시,사업시설 관리 및 조경 서비스업,752
7월,23시,사업지원 서비스업,684
7월,23시,임대업;부동산 제외,661
7월,23시,공공행정/ 국방 및 사회보장 행정,731
7월,23시,교육 서비스업,597
7월,23시,보건업,724
7월,23시,사회복지 서비스업,599
7월,23시,창작/ 예술 및 여가관련 서비스업,653
7월,23시,스포츠 및 오락관련 서비스업,906
7월,23시,협회 및 단체,804
7월,23시,개인 및 소비용품 수리업,457
7월,23시,기타 개인 서비스업,640
7월,23시,가구내 고용활동,972
7월,23시,국제 및 외국기관,926
7월,24시,농업,835
7월,24시,임업,766
7월,24시,어업,990
7월,24시,석탄/ 원유 및 천연가스 광업,802
7월,24시,금속 광업,715
7월,24시,비금속광물 광업;연료용 제외,608
7월,24시,광업 지원 서비스업,671
7월,24시,식료품 제조업,815
7월,24시,음료 제조업,902
7월,24시,담배 제조업,903
7월,24시,섬유제품 제조업; 의복제외,911
7월,24시,의복/ 의복액세서리 및 모피제품 제조업,476
7월,24시,가죽/ 가방 및 신발 제조업,572
7월,24시,목재 및 나무제품 제조업;가구제외,743
7월,24시,펄프/ 종이 및 종이제품 제조업,943
7월,24시,인쇄 및 기록매체 복제업,645
7월,24시,코크스/ 연탄 및 석유정제품 제조업,995
7월,24시,화학물질 및 화학제품 제조업;의약품 제외,957
7월,24시,의료용 물질 및 의약품 제조업,822
7월,24시,고무제품 및 플라스틱제품 제조업,866
7월,24시,비금속 광물제품 제조업,905
7월,24시,1차 금속 제조업,1057
7월,24시,금속가공제품 제조업;기계 및 가구 제외,755
7월,24시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,968
7월,24시,의료/ 정밀/ 광학기기 및 시계 제조업,976
7월,24시,전기장비 제조업,874
7월,24시,기타 기계 및 장비 제조업,729
7월,24시,자동차 및 트레일러 제조업,908
7월,24시,기타 운송장비 제조업,737
7월,24시,가구 제조업,509
7월,24시,기타 제품 제조업,694
7월,24시,산업용 기계 및 장비 수리업,611
7월,24시,전기/ 가스/ 증기 및 공기조절 공급업,1024
7월,24시,수도사업,1002
7월,24시,하수/ 폐수 및 분뇨 처리업,1002
7월,24시,폐기물 수집운반/ 처리 및 원료재생업,757
7월,24시,환경 정화 및 복원업,761
7월,24시,종합 건설업,873
7월,24시,전문직별 공사업,832
7월,24시,자동차 및 부품 판매업,486
7월,24시,도매 및 상품중개업,661
7월,24시,소매업; 자동차 제외,632
7월,24시,육상운송 및 파이프라인 운송업,807
7월,24시,수상 운송업,996
7월,24시,항공 운송업,690
7월,24시,창고 및 운송관련 서비스업,829
7월,24시,숙박업,973
7월,24시,음식점 및 주점업,705
7월,24시,출판업,904
7월,24시,영상/ 오디오 기록물 제작 및 배급업,722
7월,24시,방송업,868
7월,24시,통신업,930
7월,24시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,979
7월,24시,정보서비스업,932
7월,24시,금융업,533
7월,24시,보험 및 연금업,546
7월,24시,금융 및 보험 관련 서비스업,619
7월,24시,부동산업,663
7월,24시,연구개발업,824
7월,24시,전문서비스업,690
7월,24시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,757
7월,24시,기타 전문/ 과학 및 기술 서비스업,736
7월,24시,사업시설 관리 및 조경 서비스업,713
7월,24시,사업지원 서비스업,648
7월,24시,임대업;부동산 제외,603
7월,24시,공공행정/ 국방 및 사회보장 행정,700
7월,24시,교육 서비스업,575
7월,24시,보건업,713
7월,24시,사회복지 서비스업,651
7월,24시,창작/ 예술 및 여가관련 서비스업,650
7월,24시,스포츠 및 오락관련 서비스업,753
7월,24시,협회 및 단체,768
7월,24시,개인 및 소비용품 수리업,410
7월,24시,기타 개인 서비스업,589
7월,24시,가구내 고용활동,902
7월,24시,국제 및 외국기관,895
8월,1시,농업,840
8월,1시,임업,776
8월,1시,어업,983
8월,1시,석탄/ 원유 및 천연가스 광업,591
8월,1시,금속 광업,751
8월,1시,비금속광물 광업;연료용 제외,595
8월,1시,광업 지원 서비스업,691
8월,1시,식료품 제조업,758
8월,1시,음료 제조업,813
8월,1시,담배 제조업,844
8월,1시,섬유제품 제조업; 의복제외,896
8월,1시,의복/ 의복액세서리 및 모피제품 제조업,391
8월,1시,가죽/ 가방 및 신발 제조업,494
8월,1시,목재 및 나무제품 제조업;가구제외,747
8월,1시,펄프/ 종이 및 종이제품 제조업,932
8월,1시,인쇄 및 기록매체 복제업,506
8월,1시,코크스/ 연탄 및 석유정제품 제조업,1008
8월,1시,화학물질 및 화학제품 제조업;의약품 제외,949
8월,1시,의료용 물질 및 의약품 제조업,832
8월,1시,고무제품 및 플라스틱제품 제조업,798
8월,1시,비금속 광물제품 제조업,962
8월,1시,1차 금속 제조업,1071
8월,1시,금속가공제품 제조업;기계 및 가구 제외,664
8월,1시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,962
8월,1시,의료/ 정밀/ 광학기기 및 시계 제조업,1027
8월,1시,전기장비 제조업,849
8월,1시,기타 기계 및 장비 제조업,646
8월,1시,자동차 및 트레일러 제조업,716
8월,1시,기타 운송장비 제조업,698
8월,1시,가구 제조업,417
8월,1시,기타 제품 제조업,628
8월,1시,산업용 기계 및 장비 수리업,580
8월,1시,전기/ 가스/ 증기 및 공기조절 공급업,1001
8월,1시,수도사업,956
8월,1시,하수/ 폐수 및 분뇨 처리업,984
8월,1시,폐기물 수집운반/ 처리 및 원료재생업,710
8월,1시,환경 정화 및 복원업,688
8월,1시,종합 건설업,770
8월,1시,전문직별 공사업,806
8월,1시,자동차 및 부품 판매업,423
8월,1시,도매 및 상품중개업,642
8월,1시,소매업; 자동차 제외,583
8월,1시,육상운송 및 파이프라인 운송업,431
8월,1시,수상 운송업,882
8월,1시,항공 운송업,640
8월,1시,창고 및 운송관련 서비스업,793
8월,1시,숙박업,877
8월,1시,음식점 및 주점업,587
8월,1시,출판업,878
8월,1시,영상/ 오디오 기록물 제작 및 배급업,559
8월,1시,방송업,853
8월,1시,통신업,931
8월,1시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,976
8월,1시,정보서비스업,919
8월,1시,금융업,500
8월,1시,보험 및 연금업,532
8월,1시,금융 및 보험 관련 서비스업,605
8월,1시,부동산업,597
8월,1시,연구개발업,821
8월,1시,전문서비스업,637
8월,1시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,721
8월,1시,기타 전문/ 과학 및 기술 서비스업,718
8월,1시,사업시설 관리 및 조경 서비스업,680
8월,1시,사업지원 서비스업,626
8월,1시,임대업;부동산 제외,564
8월,1시,공공행정/ 국방 및 사회보장 행정,679
8월,1시,교육 서비스업,591
8월,1시,보건업,693
8월,1시,사회복지 서비스업,585
8월,1시,창작/ 예술 및 여가관련 서비스업,630
8월,1시,스포츠 및 오락관련 서비스업,630
8월,1시,협회 및 단체,707
8월,1시,개인 및 소비용품 수리업,375
8월,1시,기타 개인 서비스업,539
8월,1시,가구내 고용활동,818
8월,1시,국제 및 외국기관,862
8월,2시,농업,826
8월,2시,임업,716
8월,2시,어업,980
8월,2시,석탄/ 원유 및 천연가스 광업,669
8월,2시,금속 광업,744
8월,2시,비금속광물 광업;연료용 제외,558
8월,2시,광업 지원 서비스업,666
8월,2시,식료품 제조업,753
8월,2시,음료 제조업,849
8월,2시,담배 제조업,834
8월,2시,섬유제품 제조업; 의복제외,895
8월,2시,의복/ 의복액세서리 및 모피제품 제조업,381
8월,2시,가죽/ 가방 및 신발 제조업,501
8월,2시,목재 및 나무제품 제조업;가구제외,747
8월,2시,펄프/ 종이 및 종이제품 제조업,958
8월,2시,인쇄 및 기록매체 복제업,515
8월,2시,코크스/ 연탄 및 석유정제품 제조업,1008
8월,2시,화학물질 및 화학제품 제조업;의약품 제외,946
8월,2시,의료용 물질 및 의약품 제조업,830
8월,2시,고무제품 및 플라스틱제품 제조업,796
8월,2시,비금속 광물제품 제조업,964
8월,2시,1차 금속 제조업,1087
8월,2시,금속가공제품 제조업;기계 및 가구 제외,675
8월,2시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,964
8월,2시,의료/ 정밀/ 광학기기 및 시계 제조업,1006
8월,2시,전기장비 제조업,878
8월,2시,기타 기계 및 장비 제조업,647
8월,2시,자동차 및 트레일러 제조업,706
8월,2시,기타 운송장비 제조업,713
8월,2시,가구 제조업,410
8월,2시,기타 제품 제조업,634
8월,2시,산업용 기계 및 장비 수리업,565
8월,2시,전기/ 가스/ 증기 및 공기조절 공급업,982
8월,2시,수도사업,919
8월,2시,하수/ 폐수 및 분뇨 처리업,964
8월,2시,폐기물 수집운반/ 처리 및 원료재생업,728
8월,2시,환경 정화 및 복원업,652
8월,2시,종합 건설업,708
8월,2시,전문직별 공사업,747
8월,2시,자동차 및 부품 판매업,392
8월,2시,도매 및 상품중개업,631
8월,2시,소매업; 자동차 제외,561
8월,2시,육상운송 및 파이프라인 운송업,279
8월,2시,수상 운송업,892
8월,2시,항공 운송업,608
8월,2시,창고 및 운송관련 서비스업,780
8월,2시,숙박업,819
8월,2시,음식점 및 주점업,552
8월,2시,출판업,850
8월,2시,영상/ 오디오 기록물 제작 및 배급업,494
8월,2시,방송업,842
8월,2시,통신업,921
8월,2시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,983
8월,2시,정보서비스업,905
8월,2시,금융업,488
8월,2시,보험 및 연금업,515
8월,2시,금융 및 보험 관련 서비스업,598
8월,2시,부동산업,563
8월,2시,연구개발업,810
8월,2시,전문서비스업,609
8월,2시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,754
8월,2시,기타 전문/ 과학 및 기술 서비스업,709
8월,2시,사업시설 관리 및 조경 서비스업,669
8월,2시,사업지원 서비스업,610
8월,2시,임대업;부동산 제외,538
8월,2시,공공행정/ 국방 및 사회보장 행정,662
8월,2시,교육 서비스업,572
8월,2시,보건업,678
8월,2시,사회복지 서비스업,536
8월,2시,창작/ 예술 및 여가관련 서비스업,610
8월,2시,스포츠 및 오락관련 서비스업,599
8월,2시,협회 및 단체,670
8월,2시,개인 및 소비용품 수리업,345
8월,2시,기타 개인 서비스업,512
8월,2시,가구내 고용활동,769
8월,2시,국제 및 외국기관,849
8월,3시,농업,815
8월,3시,임업,697
8월,3시,어업,978
8월,3시,석탄/ 원유 및 천연가스 광업,681
8월,3시,금속 광업,733
8월,3시,비금속광물 광업;연료용 제외,530
8월,3시,광업 지원 서비스업,651
8월,3시,식료품 제조업,745
8월,3시,음료 제조업,853
8월,3시,담배 제조업,843
8월,3시,섬유제품 제조업; 의복제외,890
8월,3시,의복/ 의복액세서리 및 모피제품 제조업,383
8월,3시,가죽/ 가방 및 신발 제조업,500
8월,3시,목재 및 나무제품 제조업;가구제외,749
8월,3시,펄프/ 종이 및 종이제품 제조업,970
8월,3시,인쇄 및 기록매체 복제업,529
8월,3시,코크스/ 연탄 및 석유정제품 제조업,1006
8월,3시,화학물질 및 화학제품 제조업;의약품 제외,946
8월,3시,의료용 물질 및 의약품 제조업,825
8월,3시,고무제품 및 플라스틱제품 제조업,800
8월,3시,비금속 광물제품 제조업,968
8월,3시,1차 금속 제조업,1080
8월,3시,금속가공제품 제조업;기계 및 가구 제외,673
8월,3시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,965
8월,3시,의료/ 정밀/ 광학기기 및 시계 제조업,997
8월,3시,전기장비 제조업,888
8월,3시,기타 기계 및 장비 제조업,645
8월,3시,자동차 및 트레일러 제조업,701
8월,3시,기타 운송장비 제조업,674
8월,3시,가구 제조업,413
8월,3시,기타 제품 제조업,636
8월,3시,산업용 기계 및 장비 수리업,557
8월,3시,전기/ 가스/ 증기 및 공기조절 공급업,968
8월,3시,수도사업,891
8월,3시,하수/ 폐수 및 분뇨 처리업,946
8월,3시,폐기물 수집운반/ 처리 및 원료재생업,729
8월,3시,환경 정화 및 복원업,620
8월,3시,종합 건설업,671
8월,3시,전문직별 공사업,708
8월,3시,자동차 및 부품 판매업,375
8월,3시,도매 및 상품중개업,661
8월,3시,소매업; 자동차 제외,545
8월,3시,육상운송 및 파이프라인 운송업,265
8월,3시,수상 운송업,870
8월,3시,항공 운송업,595
8월,3시,창고 및 운송관련 서비스업,764
8월,3시,숙박업,780
8월,3시,음식점 및 주점업,530
8월,3시,출판업,842
8월,3시,영상/ 오디오 기록물 제작 및 배급업,462
8월,3시,방송업,820
8월,3시,통신업,911
8월,3시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,980
8월,3시,정보서비스업,891
8월,3시,금융업,481
8월,3시,보험 및 연금업,495
8월,3시,금융 및 보험 관련 서비스업,597
8월,3시,부동산업,541
8월,3시,연구개발업,804
8월,3시,전문서비스업,591
8월,3시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,743
8월,3시,기타 전문/ 과학 및 기술 서비스업,700
8월,3시,사업시설 관리 및 조경 서비스업,659
8월,3시,사업지원 서비스업,597
8월,3시,임대업;부동산 제외,537
8월,3시,공공행정/ 국방 및 사회보장 행정,650
8월,3시,교육 서비스업,560
8월,3시,보건업,666
8월,3시,사회복지 서비스업,505
8월,3시,창작/ 예술 및 여가관련 서비스업,592
8월,3시,스포츠 및 오락관련 서비스업,579
8월,3시,협회 및 단체,646
8월,3시,개인 및 소비용품 수리업,327
8월,3시,기타 개인 서비스업,503
8월,3시,가구내 고용활동,744
8월,3시,국제 및 외국기관,841
8월,4시,농업,808
8월,4시,임업,692
8월,4시,어업,976
8월,4시,석탄/ 원유 및 천연가스 광업,787
8월,4시,금속 광업,726
8월,4시,비금속광물 광업;연료용 제외,551
8월,4시,광업 지원 서비스업,651
8월,4시,식료품 제조업,736
8월,4시,음료 제조업,849
8월,4시,담배 제조업,832
8월,4시,섬유제품 제조업; 의복제외,888
8월,4시,의복/ 의복액세서리 및 모피제품 제조업,377
8월,4시,가죽/ 가방 및 신발 제조업,502
8월,4시,목재 및 나무제품 제조업;가구제외,743
8월,4시,펄프/ 종이 및 종이제품 제조업,966
8월,4시,인쇄 및 기록매체 복제업,532
8월,4시,코크스/ 연탄 및 석유정제품 제조업,1007
8월,4시,화학물질 및 화학제품 제조업;의약품 제외,943
8월,4시,의료용 물질 및 의약품 제조업,825
8월,4시,고무제품 및 플라스틱제품 제조업,808
8월,4시,비금속 광물제품 제조업,978
8월,4시,1차 금속 제조업,1074
8월,4시,금속가공제품 제조업;기계 및 가구 제외,669
8월,4시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,962
8월,4시,의료/ 정밀/ 광학기기 및 시계 제조업,1003
8월,4시,전기장비 제조업,894
8월,4시,기타 기계 및 장비 제조업,645
8월,4시,자동차 및 트레일러 제조업,693
8월,4시,기타 운송장비 제조업,669
8월,4시,가구 제조업,414
8월,4시,기타 제품 제조업,631
8월,4시,산업용 기계 및 장비 수리업,554
8월,4시,전기/ 가스/ 증기 및 공기조절 공급업,961
8월,4시,수도사업,873
8월,4시,하수/ 폐수 및 분뇨 처리업,935
8월,4시,폐기물 수집운반/ 처리 및 원료재생업,727
8월,4시,환경 정화 및 복원업,533
8월,4시,종합 건설업,648
8월,4시,전문직별 공사업,691
8월,4시,자동차 및 부품 판매업,370
8월,4시,도매 및 상품중개업,662
8월,4시,소매업; 자동차 제외,536
8월,4시,육상운송 및 파이프라인 운송업,269
8월,4시,수상 운송업,782
8월,4시,항공 운송업,587
8월,4시,창고 및 운송관련 서비스업,759
8월,4시,숙박업,755
8월,4시,음식점 및 주점업,521
8월,4시,출판업,839
8월,4시,영상/ 오디오 기록물 제작 및 배급업,447
8월,4시,방송업,790
8월,4시,통신업,910
8월,4시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,976
8월,4시,정보서비스업,887
8월,4시,금융업,479
8월,4시,보험 및 연금업,492
8월,4시,금융 및 보험 관련 서비스업,593
8월,4시,부동산업,529
8월,4시,연구개발업,797
8월,4시,전문서비스업,582
8월,4시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,717
8월,4시,기타 전문/ 과학 및 기술 서비스업,699
8월,4시,사업시설 관리 및 조경 서비스업,654
8월,4시,사업지원 서비스업,585
8월,4시,임대업;부동산 제외,555
8월,4시,공공행정/ 국방 및 사회보장 행정,643
8월,4시,교육 서비스업,553
8월,4시,보건업,663
8월,4시,사회복지 서비스업,493
8월,4시,창작/ 예술 및 여가관련 서비스업,580
