월별,시간별,항목,2020 년
8월,1시,석탄/ 원유 및 천연가스 광업,669
8월,1시,금속 광업,765
8월,1시,비금속광물 광업;연료용 제외,466
8월,1시,광업 지원 서비스업,648
8월,1시,식료품 제조업,760
8월,1시,음료 제조업,804
8월,1시,담배 제조업,736
8월,1시,섬유제품 제조업; 의복제외,892
8월,1시,의복/ 의복액세서리 및 모피제품 제조업,473
8월,1시,가죽/ 가방 및 신발 제조업,594
8월,1시,목재 및 나무제품 제조업;가구제외,736
8월,1시,펄프/ 종이 및 종이제품 제조업,907
8월,1시,인쇄 및 기록매체 복제업,504
8월,1시,코크스/ 연탄 및 석유정제품 제조업,1006
8월,1시,화학물질 및 화학제품 제조업;의약품 제외,946
8월,1시,의료용 물질 및 의약품 제조업,822
8월,1시,고무제품 및 플라스틱제품 제조업,769
8월,1시,비금속 광물제품 제조업,920
8월,1시,1차 금속 제조업,1092
8월,1시,금속가공제품 제조업;기계 및 가구 제외,667
8월,1시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,961
8월,1시,의료/ 정밀/ 광학기기 및 시계 제조업,1013
8월,1시,전기장비 제조업,864
8월,1시,기타 기계 및 장비 제조업,623
8월,1시,자동차 및 트레일러 제조업,708
8월,1시,기타 운송장비 제조업,666
8월,1시,가구 제조업,692
8월,1시,기타 제품 제조업,623
8월,1시,전기/ 가스/ 증기 및 공기조절 공급업,1002
8월,1시,수도사업,956
8월,1시,하수/ 폐수 및 분뇨 처리업,976
8월,1시,폐기물 수집운반/ 처리 및 원료재생업,713
8월,1시,환경 정화 및 복원업,759
8월,1시,종합 건설업,709
8월,1시,전문직별 공사업,863
8월,1시,자동차 및 부품 판매업,385
8월,1시,도매 및 상품중개업,635
8월,1시,소매업; 자동차 제외,559
8월,1시,육상운송 및 파이프라인 운송업,456
8월,1시,수상 운송업,657
8월,1시,항공 운송업,670
8월,1시,창고 및 운송관련 서비스업,767
8월,1시,숙박업,841
8월,1시,음식점 및 주점업,652
8월,1시,출판업,844
8월,1시,영상/ 오디오 기록물 제작 및 배급업,641
8월,1시,방송업,846
8월,1시,통신업,926
8월,1시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,898
8월,1시,정보서비스업,955
8월,1시,금융업,579
8월,1시,보험 및 연금업,520
8월,1시,금융 및 보험 관련 서비스업,606
8월,1시,부동산업,590
8월,1시,연구개발업,810
8월,1시,전문서비스업,629
8월,1시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,718
8월,1시,기타 전문/ 과학 및 기술 서비스업,719
8월,1시,사업시설 관리 및 조경 서비스업,674
8월,1시,사업지원 서비스업,644
8월,1시,임대업;부동산 제외,162
8월,1시,공공행정/ 국방 및 사회보장 행정,678
8월,1시,교육 서비스업,575
8월,1시,보건업,697
8월,1시,사회복지 서비스업,612
8월,1시,창작/ 예술 및 여가관련 서비스업,655
8월,1시,스포츠 및 오락관련 서비스업,634
8월,1시,협회 및 단체,710
8월,1시,개인 및 소비용품 수리업,338
8월,1시,기타 개인 서비스업,581
8월,1시,가구내 고용활동,585
8월,1시,국제 및 외국기관,866
8월,2시,농업,809
8월,2시,임업,728
8월,2시,어업,986
8월,2시,석탄/ 원유 및 천연가스 광업,705
8월,2시,금속 광업,747
8월,2시,비금속광물 광업;연료용 제외,504
8월,2시,광업 지원 서비스업,641
8월,2시,식료품 제조업,755
8월,2시,음료 제조업,837
8월,2시,담배 제조업,743
8월,2시,섬유제품 제조업; 의복제외,894
8월,2시,의복/ 의복액세서리 및 모피제품 제조업,476
8월,2시,가죽/ 가방 및 신발 제조업,593
8월,2시,목재 및 나무제품 제조업;가구제외,740
8월,2시,펄프/ 종이 및 종이제품 제조업,933
8월,2시,인쇄 및 기록매체 복제업,508
8월,2시,코크스/ 연탄 및 석유정제품 제조업,1005
8월,2시,화학물질 및 화학제품 제조업;의약품 제외,947
8월,2시,의료용 물질 및 의약품 제조업,819
8월,2시,고무제품 및 플라스틱제품 제조업,766
8월,2시,비금속 광물제품 제조업,942
8월,2시,1차 금속 제조업,1109
8월,2시,금속가공제품 제조업;기계 및 가구 제외,682
8월,2시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,962
8월,2시,의료/ 정밀/ 광학기기 및 시계 제조업,1003
8월,2시,전기장비 제조업,871
8월,2시,기타 기계 및 장비 제조업,622
8월,2시,자동차 및 트레일러 제조업,698
8월,2시,기타 운송장비 제조업,687
8월,2시,가구 제조업,694
8월,2시,기타 제품 제조업,629
8월,2시,전기/ 가스/ 증기 및 공기조절 공급업,1005
8월,2시,수도사업,917
8월,2시,하수/ 폐수 및 분뇨 처리업,961
8월,2시,폐기물 수집운반/ 처리 및 원료재생업,741
8월,2시,환경 정화 및 복원업,742
8월,2시,종합 건설업,678
8월,2시,전문직별 공사업,784
8월,2시,자동차 및 부품 판매업,374
8월,2시,도매 및 상품중개업,622
8월,2시,소매업; 자동차 제외,530
8월,2시,육상운송 및 파이프라인 운송업,275
8월,2시,수상 운송업,665
8월,2시,항공 운송업,621
8월,2시,창고 및 운송관련 서비스업,758
8월,2시,숙박업,784
8월,2시,음식점 및 주점업,596
8월,2시,출판업,814
8월,2시,영상/ 오디오 기록물 제작 및 배급업,524
8월,2시,방송업,842
8월,2시,통신업,920
8월,2시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,907
8월,2시,정보서비스업,956
8월,2시,금융업,570
8월,2시,보험 및 연금업,511
8월,2시,금융 및 보험 관련 서비스업,590
8월,2시,부동산업,552
8월,2시,연구개발업,801
8월,2시,전문서비스업,621
8월,2시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,702
8월,2시,기타 전문/ 과학 및 기술 서비스업,705
8월,2시,사업시설 관리 및 조경 서비스업,666
8월,2시,사업지원 서비스업,622
8월,2시,임대업;부동산 제외,162
8월,2시,공공행정/ 국방 및 사회보장 행정,660
8월,2시,교육 서비스업,558
8월,2시,보건업,681
8월,2시,사회복지 서비스업,564
8월,2시,창작/ 예술 및 여가관련 서비스업,639
8월,2시,스포츠 및 오락관련 서비스업,592
8월,2시,협회 및 단체,675
8월,2시,개인 및 소비용품 수리업,318
8월,2시,기타 개인 서비스업,565
8월,2시,가구내 고용활동,584
8월,2시,국제 및 외국기관,851
8월,3시,농업,800
8월,3시,임업,726
8월,3시,어업,983
8월,3시,석탄/ 원유 및 천연가스 광업,736
8월,3시,금속 광업,722
8월,3시,비금속광물 광업;연료용 제외,505
8월,3시,광업 지원 서비스업,639
8월,3시,식료품 제조업,749
8월,3시,음료 제조업,832
8월,3시,담배 제조업,739
8월,3시,섬유제품 제조업; 의복제외,891
8월,3시,의복/ 의복액세서리 및 모피제품 제조업,475
8월,3시,가죽/ 가방 및 신발 제조업,589
8월,3시,목재 및 나무제품 제조업;가구제외,742
8월,3시,펄프/ 종이 및 종이제품 제조업,944
8월,3시,인쇄 및 기록매체 복제업,519
8월,3시,코크스/ 연탄 및 석유정제품 제조업,1005
8월,3시,화학물질 및 화학제품 제조업;의약품 제외,947
8월,3시,의료용 물질 및 의약품 제조업,816
8월,3시,고무제품 및 플라스틱제품 제조업,776
8월,3시,비금속 광물제품 제조업,959
8월,3시,1차 금속 제조업,1103
8월,3시,금속가공제품 제조업;기계 및 가구 제외,682
8월,3시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,962
8월,3시,의료/ 정밀/ 광학기기 및 시계 제조업,987
8월,3시,전기장비 제조업,880
8월,3시,기타 기계 및 장비 제조업,621
8월,3시,자동차 및 트레일러 제조업,692
8월,3시,기타 운송장비 제조업,707
8월,3시,가구 제조업,697
8월,3시,기타 제품 제조업,633
8월,3시,전기/ 가스/ 증기 및 공기조절 공급업,998
8월,3시,수도사업,892
8월,3시,하수/ 폐수 및 분뇨 처리업,947
8월,3시,폐기물 수집운반/ 처리 및 원료재생업,744
8월,3시,환경 정화 및 복원업,696
8월,3시,종합 건설업,656
8월,3시,전문직별 공사업,731
8월,3시,자동차 및 부품 판매업,364
8월,3시,도매 및 상품중개업,655
8월,3시,소매업; 자동차 제외,511
8월,3시,육상운송 및 파이프라인 운송업,257
8월,3시,수상 운송업,635
8월,3시,항공 운송업,601
8월,3시,창고 및 운송관련 서비스업,736
8월,3시,숙박업,745
8월,3시,음식점 및 주점업,551
8월,3시,출판업,803
8월,3시,영상/ 오디오 기록물 제작 및 배급업,463
8월,3시,방송업,824
8월,3시,통신업,916
8월,3시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,902
8월,3시,정보서비스업,947
8월,3시,금융업,566
8월,3시,보험 및 연금업,501
8월,3시,금융 및 보험 관련 서비스업,568
8월,3시,부동산업,524
8월,3시,연구개발업,793
8월,3시,전문서비스업,597
8월,3시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,697
8월,3시,기타 전문/ 과학 및 기술 서비스업,693
8월,3시,사업시설 관리 및 조경 서비스업,654
8월,3시,사업지원 서비스업,605
8월,3시,임대업;부동산 제외,162
8월,3시,공공행정/ 국방 및 사회보장 행정,650
8월,3시,교육 서비스업,544
8월,3시,보건업,668
8월,3시,사회복지 서비스업,528
8월,3시,창작/ 예술 및 여가관련 서비스업,622
8월,3시,스포츠 및 오락관련 서비스업,570
8월,3시,협회 및 단체,652
8월,3시,개인 및 소비용품 수리업,305
8월,3시,기타 개인 서비스업,563
8월,3시,가구내 고용활동,577
8월,3시,국제 및 외국기관,842
8월,4시,농업,796
8월,4시,임업,724
8월,4시,어업,981
8월,4시,석탄/ 원유 및 천연가스 광업,759
8월,4시,금속 광업,705
8월,4시,비금속광물 광업;연료용 제외,588
8월,4시,광업 지원 서비스업,641
8월,4시,식료품 제조업,740
8월,4시,음료 제조업,826
8월,4시,담배 제조업,731
8월,4시,섬유제품 제조업; 의복제외,893
8월,4시,의복/ 의복액세서리 및 모피제품 제조업,473
8월,4시,가죽/ 가방 및 신발 제조업,587
8월,4시,목재 및 나무제품 제조업;가구제외,738
8월,4시,펄프/ 종이 및 종이제품 제조업,954
8월,4시,인쇄 및 기록매체 복제업,520
8월,4시,코크스/ 연탄 및 석유정제품 제조업,1005
8월,4시,화학물질 및 화학제품 제조업;의약품 제외,948
8월,4시,의료용 물질 및 의약품 제조업,813
8월,4시,고무제품 및 플라스틱제품 제조업,786
8월,4시,비금속 광물제품 제조업,966
8월,4시,1차 금속 제조업,1100
8월,4시,금속가공제품 제조업;기계 및 가구 제외,669
8월,4시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,961
8월,4시,의료/ 정밀/ 광학기기 및 시계 제조업,997
8월,4시,전기장비 제조업,868
8월,4시,기타 기계 및 장비 제조업,625
8월,4시,자동차 및 트레일러 제조업,684
8월,4시,기타 운송장비 제조업,696
8월,4시,가구 제조업,696
8월,4시,기타 제품 제조업,632
8월,4시,전기/ 가스/ 증기 및 공기조절 공급업,1005
8월,4시,수도사업,876
8월,4시,하수/ 폐수 및 분뇨 처리업,935
8월,4시,폐기물 수집운반/ 처리 및 원료재생업,740
8월,4시,환경 정화 및 복원업,692
8월,4시,종합 건설업,645
8월,4시,전문직별 공사업,705
8월,4시,자동차 및 부품 판매업,348
8월,4시,도매 및 상품중개업,652
8월,4시,소매업; 자동차 제외,498
8월,4시,육상운송 및 파이프라인 운송업,260
8월,4시,수상 운송업,623
8월,4시,항공 운송업,592
8월,4시,창고 및 운송관련 서비스업,729
8월,4시,숙박업,724
8월,4시,음식점 및 주점업,524
8월,4시,출판업,798
8월,4시,영상/ 오디오 기록물 제작 및 배급업,437
8월,4시,방송업,784
8월,4시,통신업,914
8월,4시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,901
8월,4시,정보서비스업,942
8월,4시,금융업,563
8월,4시,보험 및 연금업,497
8월,4시,금융 및 보험 관련 서비스업,559
8월,4시,부동산업,510
8월,4시,연구개발업,784
8월,4시,전문서비스업,585
8월,4시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,700
8월,4시,기타 전문/ 과학 및 기술 서비스업,697
8월,4시,사업시설 관리 및 조경 서비스업,643
8월,4시,사업지원 서비스업,595
8월,4시,임대업;부동산 제외,162
8월,4시,공공행정/ 국방 및 사회보장 행정,644
8월,4시,교육 서비스업,538
8월,4시,보건업,665
8월,4시,사회복지 서비스업,512
8월,4시,창작/ 예술 및 여가관련 서비스업,613
8월,4시,스포츠 및 오락관련 서비스업,567
8월,4시,협회 및 단체,662
8월,4시,개인 및 소비용품 수리업,298
8월,4시,기타 개인 서비스업,608
8월,4시,가구내 고용활동,761
8월,4시,국제 및 외국기관,839
8월,5시,농업,798
8월,5시,임업,719
8월,5시,어업,982
8월,5시,석탄/ 원유 및 천연가스 광업,775
8월,5시,금속 광업,703
8월,5시,비금속광물 광업;연료용 제외,604
8월,5시,광업 지원 서비스업,653
8월,5시,식료품 제조업,740
8월,5시,음료 제조업,824
8월,5시,담배 제조업,739
8월,5시,섬유제품 제조업; 의복제외,893
8월,5시,의복/ 의복액세서리 및 모피제품 제조업,478
8월,5시,가죽/ 가방 및 신발 제조업,590
8월,5시,목재 및 나무제품 제조업;가구제외,739
8월,5시,펄프/ 종이 및 종이제품 제조업,953
8월,5시,인쇄 및 기록매체 복제업,520
8월,5시,코크스/ 연탄 및 석유정제품 제조업,998
8월,5시,화학물질 및 화학제품 제조업;의약품 제외,950
8월,5시,의료용 물질 및 의약품 제조업,811
8월,5시,고무제품 및 플라스틱제품 제조업,784
8월,5시,비금속 광물제품 제조업,965
8월,5시,1차 금속 제조업,1092
8월,5시,금속가공제품 제조업;기계 및 가구 제외,665
8월,5시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,960
8월,5시,의료/ 정밀/ 광학기기 및 시계 제조업,984
8월,5시,전기장비 제조업,864
8월,5시,기타 기계 및 장비 제조업,628
8월,5시,자동차 및 트레일러 제조업,682
8월,5시,기타 운송장비 제조업,693
8월,5시,가구 제조업,699
8월,5시,기타 제품 제조업,632
8월,5시,전기/ 가스/ 증기 및 공기조절 공급업,1062
8월,5시,수도사업,871
8월,5시,하수/ 폐수 및 분뇨 처리업,934
8월,5시,폐기물 수집운반/ 처리 및 원료재생업,737
8월,5시,환경 정화 및 복원업,684
8월,5시,종합 건설업,647
8월,5시,전문직별 공사업,698
8월,5시,자동차 및 부품 판매업,350
8월,5시,도매 및 상품중개업,659
8월,5시,소매업; 자동차 제외,497
8월,5시,육상운송 및 파이프라인 운송업,333
8월,5시,수상 운송업,625
8월,5시,항공 운송업,591
8월,5시,창고 및 운송관련 서비스업,746
8월,5시,숙박업,724
8월,5시,음식점 및 주점업,515
8월,5시,출판업,811
8월,5시,영상/ 오디오 기록물 제작 및 배급업,421
8월,5시,방송업,756
8월,5시,통신업,915
8월,5시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,899
8월,5시,정보서비스업,934
8월,5시,금융업,576
8월,5시,보험 및 연금업,500
8월,5시,금융 및 보험 관련 서비스업,567
8월,5시,부동산업,511
8월,5시,연구개발업,782
8월,5시,전문서비스업,586
8월,5시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,708
8월,5시,기타 전문/ 과학 및 기술 서비스업,712
8월,5시,사업시설 관리 및 조경 서비스업,650
8월,5시,사업지원 서비스업,596
8월,5시,임대업;부동산 제외,163
8월,5시,공공행정/ 국방 및 사회보장 행정,644
8월,5시,교육 서비스업,537
8월,5시,보건업,683
8월,5시,사회복지 서비스업,540
8월,5시,창작/ 예술 및 여가관련 서비스업,602
8월,5시,스포츠 및 오락관련 서비스업,614
8월,5시,협회 및 단체,821
8월,5시,개인 및 소비용품 수리업,303
8월,5시,기타 개인 서비스업,737
8월,5시,가구내 고용활동,841
8월,5시,국제 및 외국기관,845
8월,6시,농업,810
8월,6시,임업,699
8월,6시,어업,986
8월,6시,석탄/ 원유 및 천연가스 광업,759
8월,6시,금속 광업,680
8월,6시,비금속광물 광업;연료용 제외,615
8월,6시,광업 지원 서비스업,672
8월,6시,식료품 제조업,753
8월,6시,음료 제조업,823
8월,6시,담배 제조업,765
8월,6시,섬유제품 제조업; 의복제외,883
8월,6시,의복/ 의복액세서리 및 모피제품 제조업,486
8월,6시,가죽/ 가방 및 신발 제조업,625
8월,6시,목재 및 나무제품 제조업;가구제외,751
8월,6시,펄프/ 종이 및 종이제품 제조업,946
8월,6시,인쇄 및 기록매체 복제업,531
8월,6시,코크스/ 연탄 및 석유정제품 제조업,992
8월,6시,화학물질 및 화학제품 제조업;의약품 제외,948
8월,6시,의료용 물질 및 의약품 제조업,815
8월,6시,고무제품 및 플라스틱제품 제조업,783
8월,6시,비금속 광물제품 제조업,965
8월,6시,1차 금속 제조업,1080
8월,6시,금속가공제품 제조업;기계 및 가구 제외,663
8월,6시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,960
8월,6시,의료/ 정밀/ 광학기기 및 시계 제조업,972
8월,6시,전기장비 제조업,865
8월,6시,기타 기계 및 장비 제조업,632
8월,6시,자동차 및 트레일러 제조업,690
8월,6시,기타 운송장비 제조업,682
8월,6시,가구 제조업,703
8월,6시,기타 제품 제조업,643
8월,6시,전기/ 가스/ 증기 및 공기조절 공급업,1071
8월,6시,수도사업,884
8월,6시,하수/ 폐수 및 분뇨 처리업,936
8월,6시,폐기물 수집운반/ 처리 및 원료재생업,752
8월,6시,환경 정화 및 복원업,715
8월,6시,종합 건설업,681
8월,6시,전문직별 공사업,718
8월,6시,자동차 및 부품 판매업,392
8월,6시,도매 및 상품중개업,680
8월,6시,소매업; 자동차 제외,512
8월,6시,육상운송 및 파이프라인 운송업,651
8월,6시,수상 운송업,720
8월,6시,항공 운송업,592
8월,6시,창고 및 운송관련 서비스업,783
8월,6시,숙박업,761
8월,6시,음식점 및 주점업,524
8월,6시,출판업,847
8월,6시,영상/ 오디오 기록물 제작 및 배급업,421
8월,6시,방송업,784
8월,6시,통신업,922
8월,6시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,904
8월,6시,정보서비스업,932
8월,6시,금융업,627
8월,6시,보험 및 연금업,565
8월,6시,금융 및 보험 관련 서비스업,651
8월,6시,부동산업,547
8월,6시,연구개발업,796
8월,6시,전문서비스업,649
8월,6시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,736
8월,6시,기타 전문/ 과학 및 기술 서비스업,770
8월,6시,사업시설 관리 및 조경 서비스업,664
8월,6시,사업지원 서비스업,649
8월,6시,임대업;부동산 제외,162
8월,6시,공공행정/ 국방 및 사회보장 행정,669
8월,6시,교육 서비스업,553
8월,6시,보건업,760
8월,6시,사회복지 서비스업,676
8월,6시,창작/ 예술 및 여가관련 서비스업,603
8월,6시,스포츠 및 오락관련 서비스업,752
8월,6시,협회 및 단체,960
8월,6시,개인 및 소비용품 수리업,330
8월,6시,기타 개인 서비스업,878
8월,6시,가구내 고용활동,1103
8월,6시,국제 및 외국기관,887
8월,7시,농업,852
8월,7시,임업,722
8월,7시,어업,995
8월,7시,석탄/ 원유 및 천연가스 광업,744
8월,7시,금속 광업,638
8월,7시,비금속광물 광업;연료용 제외,702
8월,7시,광업 지원 서비스업,750
8월,7시,식료품 제조업,812
8월,7시,음료 제조업,875
8월,7시,담배 제조업,808
8월,7시,섬유제품 제조업; 의복제외,900
8월,7시,의복/ 의복액세서리 및 모피제품 제조업,530
8월,7시,가죽/ 가방 및 신발 제조업,739
8월,7시,목재 및 나무제품 제조업;가구제외,789
8월,7시,펄프/ 종이 및 종이제품 제조업,940
8월,7시,인쇄 및 기록매체 복제업,572
8월,7시,코크스/ 연탄 및 석유정제품 제조업,989
8월,7시,화학물질 및 화학제품 제조업;의약품 제외,953
8월,7시,의료용 물질 및 의약품 제조업,840
8월,7시,고무제품 및 플라스틱제품 제조업,824
8월,7시,비금속 광물제품 제조업,996
8월,7시,1차 금속 제조업,1067
8월,7시,금속가공제품 제조업;기계 및 가구 제외,718
8월,7시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,968
8월,7시,의료/ 정밀/ 광학기기 및 시계 제조업,971
8월,7시,전기장비 제조업,866
8월,7시,기타 기계 및 장비 제조업,681
8월,7시,자동차 및 트레일러 제조업,796
8월,7시,기타 운송장비 제조업,700
8월,7시,가구 제조업,736
8월,7시,기타 제품 제조업,698
8월,7시,전기/ 가스/ 증기 및 공기조절 공급업,1010
8월,7시,수도사업,957
8월,7시,하수/ 폐수 및 분뇨 처리업,952
8월,7시,폐기물 수집운반/ 처리 및 원료재생업,805
8월,7시,환경 정화 및 복원업,839
8월,7시,종합 건설업,779
8월,7시,전문직별 공사업,775
8월,7시,자동차 및 부품 판매업,519
8월,7시,도매 및 상품중개업,726
8월,7시,소매업; 자동차 제외,563
8월,7시,육상운송 및 파이프라인 운송업,1005
8월,7시,수상 운송업,928
8월,7시,항공 운송업,633
8월,7시,창고 및 운송관련 서비스업,829
8월,7시,숙박업,827
8월,7시,음식점 및 주점업,575
8월,7시,출판업,932
8월,7시,영상/ 오디오 기록물 제작 및 배급업,451
8월,7시,방송업,858
8월,7시,통신업,941
8월,7시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,924
8월,7시,정보서비스업,956
8월,7시,금융업,734
8월,7시,보험 및 연금업,771
8월,7시,금융 및 보험 관련 서비스업,882
8월,7시,부동산업,634
8월,7시,연구개발업,856
8월,7시,전문서비스업,795
8월,7시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,818
8월,7시,기타 전문/ 과학 및 기술 서비스업,875
8월,7시,사업시설 관리 및 조경 서비스업,709
8월,7시,사업지원 서비스업,759
8월,7시,임대업;부동산 제외,159
8월,7시,공공행정/ 국방 및 사회보장 행정,770
8월,7시,교육 서비스업,609
8월,7시,보건업,898
8월,7시,사회복지 서비스업,863
8월,7시,창작/ 예술 및 여가관련 서비스업,647
8월,7시,스포츠 및 오락관련 서비스업,815
8월,7시,협회 및 단체,837
8월,7시,개인 및 소비용품 수리업,442
8월,7시,기타 개인 서비스업,972
8월,7시,가구내 고용활동,1190
8월,7시,국제 및 외국기관,907
8월,8시,농업,934
8월,8시,임업,836
8월,8시,어업,1002
8월,8시,석탄/ 원유 및 천연가스 광업,653
8월,8시,금속 광업,878
8월,8시,비금속광물 광업;연료용 제외,1320
8월,8시,광업 지원 서비스업,1093
8월,8시,식료품 제조업,952
8월,8시,음료 제조업,963
8월,8시,담배 제조업,1053
8월,8시,섬유제품 제조업; 의복제외,968
8월,8시,의복/ 의복액세서리 및 모피제품 제조업,795
8월,8시,가죽/ 가방 및 신발 제조업,993
8월,8시,목재 및 나무제품 제조업;가구제외,910
8월,8시,펄프/ 종이 및 종이제품 제조업,970
8월,8시,인쇄 및 기록매체 복제업,728
8월,8시,코크스/ 연탄 및 석유정제품 제조업,994
8월,8시,화학물질 및 화학제품 제조업;의약품 제외,981
8월,8시,의료용 물질 및 의약품 제조업,947
8월,8시,고무제품 및 플라스틱제품 제조업,928
8월,8시,비금속 광물제품 제조업,1124
8월,8시,1차 금속 제조업,1090
8월,8시,금속가공제품 제조업;기계 및 가구 제외,878
8월,8시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,987
8월,8시,의료/ 정밀/ 광학기기 및 시계 제조업,1011
8월,8시,전기장비 제조업,929
8월,8시,기타 기계 및 장비 제조업,846
8월,8시,자동차 및 트레일러 제조업,973
8월,8시,기타 운송장비 제조업,838
8월,8시,가구 제조업,864
8월,8시,기타 제품 제조업,869
8월,8시,전기/ 가스/ 증기 및 공기조절 공급업,993
8월,8시,수도사업,1058
8월,8시,하수/ 폐수 및 분뇨 처리업,985
8월,8시,폐기물 수집운반/ 처리 및 원료재생업,1041
8월,8시,환경 정화 및 복원업,956
8월,8시,종합 건설업,943
8월,8시,전문직별 공사업,874
8월,8시,자동차 및 부품 판매업,808
8월,8시,도매 및 상품중개업,870
8월,8시,소매업; 자동차 제외,663
8월,8시,육상운송 및 파이프라인 운송업,1252
8월,8시,수상 운송업,1096
8월,8시,항공 운송업,814
8월,8시,창고 및 운송관련 서비스업,925
8월,8시,숙박업,913
8월,8시,음식점 및 주점업,663
8월,8시,출판업,987
8월,8시,영상/ 오디오 기록물 제작 및 배급업,534
8월,8시,방송업,1005
8월,8시,통신업,987
8월,8시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,967
8월,8시,정보서비스업,992
8월,8시,금융업,949
8월,8시,보험 및 연금업,1077
8월,8시,금융 및 보험 관련 서비스업,1082
8월,8시,부동산업,770
8월,8시,연구개발업,942
8월,8시,전문서비스업,926
8월,8시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,968
8월,8시,기타 전문/ 과학 및 기술 서비스업,974
8월,8시,사업시설 관리 및 조경 서비스업,825
8월,8시,사업지원 서비스업,941
8월,8시,임대업;부동산 제외,163
8월,8시,공공행정/ 국방 및 사회보장 행정,961
8월,8시,교육 서비스업,787
8월,8시,보건업,1043
8월,8시,사회복지 서비스업,990
8월,8시,창작/ 예술 및 여가관련 서비스업,768
8월,8시,스포츠 및 오락관련 서비스업,874
8월,8시,협회 및 단체,832
8월,8시,개인 및 소비용품 수리업,709
8월,8시,기타 개인 서비스업,1076
8월,8시,가구내 고용활동,1126
8월,8시,국제 및 외국기관,980
8월,9시,농업,1053
8월,9시,임업,1059
8월,9시,어업,1008
8월,9시,석탄/ 원유 및 천연가스 광업,761
8월,9시,금속 광업,1220
8월,9시,비금속광물 광업;연료용 제외,1546
8월,9시,광업 지원 서비스업,1393
8월,9시,식료품 제조업,1158
8월,9시,음료 제조업,1092
8월,9시,담배 제조업,1225
8월,9시,섬유제품 제조업; 의복제외,1084
8월,9시,의복/ 의복액세서리 및 모피제품 제조업,1266
8월,9시,가죽/ 가방 및 신발 제조업,1347
8월,9시,목재 및 나무제품 제조업;가구제외,1266
8월,9시,펄프/ 종이 및 종이제품 제조업,1042
8월,9시,인쇄 및 기록매체 복제업,1156
8월,9시,코크스/ 연탄 및 석유정제품 제조업,999
8월,9시,화학물질 및 화학제품 제조업;의약품 제외,1043
8월,9시,의료용 물질 및 의약품 제조업,1113
8월,9시,고무제품 및 플라스틱제품 제조업,1134
8월,9시,비금속 광물제품 제조업,1229
8월,9시,1차 금속 제조업,1124
8월,9시,금속가공제품 제조업;기계 및 가구 제외,1265
8월,9시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,1023
8월,9시,의료/ 정밀/ 광학기기 및 시계 제조업,1058
8월,9시,전기장비 제조업,1073
8월,9시,기타 기계 및 장비 제조업,1232
8월,9시,자동차 및 트레일러 제조업,1197
8월,9시,기타 운송장비 제조업,1339
8월,9시,가구 제조업,1181
8월,9시,기타 제품 제조업,1229
8월,9시,전기/ 가스/ 증기 및 공기조절 공급업,975
8월,9시,수도사업,1078
8월,9시,하수/ 폐수 및 분뇨 처리업,1014
8월,9시,폐기물 수집운반/ 처리 및 원료재생업,1336
8월,9시,환경 정화 및 복원업,1101
8월,9시,종합 건설업,1087
8월,9시,전문직별 공사업,1035
8월,9시,자동차 및 부품 판매업,1239
8월,9시,도매 및 상품중개업,1048
8월,9시,소매업; 자동차 제외,857
8월,9시,육상운송 및 파이프라인 운송업,1363
8월,9시,수상 운송업,1289
8월,9시,항공 운송업,1109
8월,9시,창고 및 운송관련 서비스업,1056
8월,9시,숙박업,1010
8월,9시,음식점 및 주점업,794
8월,9시,출판업,1057
8월,9시,영상/ 오디오 기록물 제작 및 배급업,814
8월,9시,방송업,1098
8월,9시,통신업,1053
8월,9시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,1041
8월,9시,정보서비스업,1029
8월,9시,금융업,1318
8월,9시,보험 및 연금업,1402
8월,9시,금융 및 보험 관련 서비스업,1322
8월,9시,부동산업,996
8월,9시,연구개발업,1082
8월,9시,전문서비스업,1133
