날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2021-12-18,69913,67703,66154,65387,65525,66105,67498,69261,70883,69397,68183,66182,63683,64719,66302,68429,70283,70751,70765,69787,68083,66148,65540,66782
2021-12-19,64019,61803,60214,59507,59532,60304,61215,61692,62102,60617,59882,57729,56150,56113,57035,59800,63417,66324,67544,67251,66428,65044,64697,64602
2021-12-20,61870,59667,58491,58106,58906,60923,64720,71772,80755,81754,80042,77822,74191,77079,78455,79168,80599,79415,77379,75090,73016,70232,68390,69251
2021-12-21,65878,63608,62264,61731,62498,64125,67528,73142,80294,80288,78318,75395,70640,73043,74482,76124,78407,78683,77315,75509,73635,70960,69164,69738
2021-12-22,66448,64376,63129,62738,63568,65372,68972,74774,81451,80314,77553,74025,69425,71947,73636,75787,78893,78543,77046,75272,73562,70913,69471,70151
2021-12-23,66522,64485,63288,62892,63663,65498,69069,74749,81874,81417,78809,75397,70848,73206,74744,76748,79447,79189,77820,75959,73681,71002,69484,70447
2021-12-24,67061,64661,63177,62805,63285,64970,68158,73459,80227,81185,80555,79234,75833,78810,80322,80385,80410,78537,76330,74678,72999,70748,69837,71421
2021-12-25,68309,66053,64677,63885,64114,64792,66053,67095,67845,66420,65420,63675,61571,62348,63366,65783,69566,72005,72815,71920,70669,68967,68924,69466
2021-12-26,66596,64524,62941,62164,62249,62904,63895,64503,64348,62491,61703,60151,58835,58920,60238,63261,67338,70914,71719,71110,69940,68479,68301,68738
2021-12-27,66465,64473,63140,62540,63122,65025,69117,76487,86054,87590,86103,84363,81635,85670,88435,89654,90708,88653,85067,81527,78245,74696,73048,74217
2021-12-28,71059,68940,67701,67076,67184,68598,72033,78270,86809,88717,87587,85746,82410,85691,87226,87627,88077,85978,83052,80011,77035,73589,71856,72875
2021-12-29,69651,67276,65941,65136,65534,66910,70309,75972,84106,85966,85065,82961,79348,82153,82446,82500,83608,82009,79711,77646,75511,72342,70829,71882
2021-12-30,68581,66406,65155,64639,65121,66804,70225,75906,83494,83012,80587,77991,75134,79852,81928,83044,84564,82901,80604,78216,76176,73142,71610,72472
2021-12-31,69373,67187,65955,65431,65798,67226,70163,75036,81748,81729,79936,76772,72530,73346,73706,74401,75972,75798,74578,72976,71602,69383,68874,70123
