지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%)
168,여수,2011-01-22 9:00,-1.8,,3,44
168,여수,2011-01-22 10:00,0,,4,42
168,여수,2011-01-22 11:00,1.7,,3.8,39
168,여수,2011-01-22 12:00,2.9,,6.1,37
168,여수,2011-01-22 13:00,3.6,,3.7,34
168,여수,2011-01-22 14:00,4.6,,5.5,32
168,여수,2011-01-22 15:00,4.3,,5.2,30
168,여수,2011-01-22 16:00,3.9,,5.1,34
168,여수,2011-01-22 17:00,3.4,,7.6,36
168,여수,2011-01-22 18:00,2.9,,6.3,37
168,여수,2011-01-22 19:00,2,,6.7,39
168,여수,2011-01-22 20:00,1.5,,8.5,41
168,여수,2011-01-22 21:00,0.7,,6.8,47
168,여수,2011-01-22 22:00,0.3,,6.1,51
168,여수,2011-01-22 23:00,-0.2,,6.5,50
168,여수,2011-01-23 0:00,-0.2,,1.6,50
168,여수,2011-01-23 1:00,-0.5,,5.7,50
168,여수,2011-01-23 2:00,-0.5,,0.3,50
168,여수,2011-01-23 3:00,-0.7,,0.8,53
168,여수,2011-01-23 4:00,-1,,0.7,53
168,여수,2011-01-23 5:00,-1.2,,0.3,55
168,여수,2011-01-23 6:00,-1.2,,1.1,55
168,여수,2011-01-23 7:00,-0.8,,1.6,45
168,여수,2011-01-23 8:00,-0.8,,4.4,46
168,여수,2011-01-23 9:00,-0.3,,4.2,40
168,여수,2011-01-23 10:00,0.1,,4.2,41
168,여수,2011-01-23 11:00,1.3,,3.1,35
168,여수,2011-01-23 12:00,2,,2.8,35
168,여수,2011-01-23 13:00,4,,1,33
168,여수,2011-01-23 14:00,4.7,,5.5,39
168,여수,2011-01-23 15:00,5.1,,3.6,36
168,여수,2011-01-23 16:00,4.4,,3.3,41
168,여수,2011-01-23 17:00,4.1,,4.7,53
168,여수,2011-01-23 18:00,3.9,,4.9,47
168,여수,2011-01-23 19:00,3.8,,6.6,56
168,여수,2011-01-23 20:00,2.5,,4.8,70
168,여수,2011-01-23 21:00,1.3,,5.5,70
168,여수,2011-01-23 22:00,0.9,,5.2,64
168,여수,2011-01-23 23:00,0.6,,3.1,62
168,여수,2011-01-24 0:00,0.4,,3.5,61
168,여수,2011-01-24 1:00,-0.2,,10.2,50
168,여수,2011-01-24 2:00,-1,,8.3,47
168,여수,2011-01-24 3:00,-1.5,,7,50
168,여수,2011-01-24 4:00,-1.8,,4.9,52
168,여수,2011-01-24 5:00,-2.1,,5.3,56
168,여수,2011-01-24 6:00,-2.4,,7.5,59
168,여수,2011-01-24 7:00,-2.6,,7.2,63
168,여수,2011-01-24 8:00,-2.6,,5.1,61
168,여수,2011-01-24 9:00,-2,,5.5,59
168,여수,2011-01-24 10:00,-1.9,,4.1,59
168,여수,2011-01-24 11:00,-1,,5.8,47
168,여수,2011-01-24 12:00,-0.3,,5.7,39
168,여수,2011-01-24 13:00,0,,8.4,39
168,여수,2011-01-24 14:00,-0.1,,7.8,38
168,여수,2011-01-24 15:00,-0.1,,6,40
168,여수,2011-01-24 16:00,-0.3,,5.7,39
168,여수,2011-01-24 17:00,-1.6,,5.4,42
168,여수,2011-01-24 18:00,-2.2,,5.9,44
168,여수,2011-01-24 19:00,-2.7,,4.4,44
168,여수,2011-01-24 20:00,-3.2,,5.9,46
168,여수,2011-01-24 21:00,-3.7,,5.2,48
168,여수,2011-01-24 22:00,-4,,5.6,49
168,여수,2011-01-24 23:00,-4.2,,7.2,50
168,여수,2011-01-25 0:00,-4.5,,8.2,51
168,여수,2011-01-25 1:00,-4.7,,9.6,51
168,여수,2011-01-25 2:00,-4.9,,8.4,52
168,여수,2011-01-25 3:00,-5.1,,8.7,52
168,여수,2011-01-25 4:00,-5,,11,52
168,여수,2011-01-25 5:00,-5,,12.6,53
168,여수,2011-01-25 6:00,-4.7,,7.5,52
168,여수,2011-01-25 7:00,-4.4,,5,50
168,여수,2011-01-25 8:00,-3.8,,3.5,49
168,여수,2011-01-25 9:00,-3.4,,3.5,48
168,여수,2011-01-25 10:00,-2.2,,1.7,43
168,여수,2011-01-25 11:00,-0.8,,6.3,40
168,여수,2011-01-25 12:00,-0.3,,5.4,37
168,여수,2011-01-25 13:00,1.2,,4.1,33
168,여수,2011-01-25 14:00,2.2,,6.6,31
168,여수,2011-01-25 15:00,1.9,,4.9,31
168,여수,2011-01-25 16:00,2,,5.3,31
168,여수,2011-01-25 17:00,1.9,,5.1,32
168,여수,2011-01-25 18:00,0.4,,7.2,35
168,여수,2011-01-25 19:00,-0.8,,9.9,40
168,여수,2011-01-25 20:00,-1.6,,6.2,46
168,여수,2011-01-25 21:00,-2.2,,6.4,47
168,여수,2011-01-25 22:00,-2.8,,9.1,50
168,여수,2011-01-25 23:00,-3.1,,7,51
168,여수,2011-01-26 0:00,-3.4,,8.6,51
168,여수,2011-01-26 1:00,-3.6,,7,48
168,여수,2011-01-26 2:00,-3.6,,8.2,42
168,여수,2011-01-26 3:00,-3.9,,2,38
168,여수,2011-01-26 4:00,-4.3,,2.2,39
168,여수,2011-01-26 5:00,-4.4,,3.4,43
168,여수,2011-01-26 6:00,-4.4,,4.6,44
168,여수,2011-01-26 7:00,-4.4,,1,46
168,여수,2011-01-26 8:00,-4.2,,1,45
168,여수,2011-01-26 9:00,-3.5,,1,43
168,여수,2011-01-26 10:00,-1.5,,3.3,41
168,여수,2011-01-26 11:00,0,,4.7,39
168,여수,2011-01-26 12:00,0.7,,6.2,39
168,여수,2011-01-26 13:00,1.2,,6.8,32
168,여수,2011-01-26 14:00,1.3,,7,29
168,여수,2011-01-26 15:00,1.7,,8.1,26
168,여수,2011-01-26 16:00,1.7,,8.3,23
168,여수,2011-01-26 17:00,0.9,,8.2,26
168,여수,2011-01-26 18:00,-0.6,,7.2,31
168,여수,2011-01-26 19:00,-1.7,,8.4,39
168,여수,2011-01-26 20:00,-2.5,,9.5,43
168,여수,2011-01-26 21:00,-3.3,,8.8,46
168,여수,2011-01-26 22:00,-3.9,,8.4,47
168,여수,2011-01-26 23:00,-4.2,,7.7,47
168,여수,2011-01-27 0:00,-4.2,,9.7,48
168,여수,2011-01-27 1:00,-4.4,,4.9,46
168,여수,2011-01-27 2:00,-4.4,,8.2,44
168,여수,2011-01-27 3:00,-4.4,,12.2,42
168,여수,2011-01-27 4:00,-4.8,,9,46
168,여수,2011-01-27 5:00,-5.2,,5.4,49
168,여수,2011-01-27 6:00,-5.2,,1.5,46
168,여수,2011-01-27 7:00,-5.1,,1.5,42
168,여수,2011-01-27 8:00,-5.1,,3,38
168,여수,2011-01-27 9:00,-4.5,,3,30
168,여수,2011-01-27 10:00,-3.3,,3,29
168,여수,2011-01-27 11:00,-2.1,,5.8,24
168,여수,2011-01-27 12:00,-0.5,,5.9,17
168,여수,2011-01-27 13:00,0.5,,5.6,17
168,여수,2011-01-27 14:00,1.6,,6.6,15
168,여수,2011-01-27 15:00,1.4,,6.2,15
168,여수,2011-01-27 16:00,2.5,,4.1,16
168,여수,2011-01-27 17:00,1.4,,4.9,18
168,여수,2011-01-27 18:00,0.2,,5.1,23
168,여수,2011-01-27 19:00,-1,,6,24
168,여수,2011-01-27 20:00,-1.5,,7,28
168,여수,2011-01-27 21:00,-1.8,,6.5,29
168,여수,2011-01-27 22:00,-2.1,,6.4,30
168,여수,2011-01-27 23:00,-2.4,,6.2,30
168,여수,2011-01-28 0:00,-2.5,,4.7,30
168,여수,2011-01-28 1:00,-2.6,,2.3,29
168,여수,2011-01-28 2:00,-2.9,,3.4,29
168,여수,2011-01-28 3:00,-3.2,,4.3,32
168,여수,2011-01-28 4:00,-3.5,,4.2,31
168,여수,2011-01-28 5:00,-3.5,,5,32
168,여수,2011-01-28 6:00,-3.7,,5.8,31
168,여수,2011-01-28 7:00,-4,,5.1,31
168,여수,2011-01-28 8:00,-4.2,,3.1,33
168,여수,2011-01-28 9:00,-3.4,,2.9,32
168,여수,2011-01-28 10:00,-1.8,,0.9,30
168,여수,2011-01-28 11:00,-1.2,,2.6,31
168,여수,2011-01-28 12:00,0.8,,1.2,25
168,여수,2011-01-28 13:00,1.8,,1.6,26
168,여수,2011-01-28 14:00,2.6,,4.2,27
168,여수,2011-01-28 15:00,2.9,,3.3,24
168,여수,2011-01-28 16:00,3.3,,3.6,25
168,여수,2011-01-28 17:00,3.1,,3.8,18
168,여수,2011-01-28 18:00,2,,4.7,15
168,여수,2011-01-28 19:00,0.2,,7.3,19
168,여수,2011-01-28 20:00,-0.5,,7.1,24
168,여수,2011-01-28 21:00,-1.1,,8.1,27
168,여수,2011-01-28 22:00,-2.1,,10.2,30
168,여수,2011-01-28 23:00,-2.8,,5.8,32
168,여수,2011-01-29 0:00,-3.2,,12.4,33
168,여수,2011-01-29 1:00,-3.1,,7.2,32
168,여수,2011-01-29 2:00,-3.7,,5.3,30
168,여수,2011-01-29 3:00,-3.8,,6.7,22
168,여수,2011-01-29 4:00,-4.1,,8.7,25
168,여수,2011-01-29 5:00,-4.6,,8.7,29
168,여수,2011-01-29 6:00,-4.7,,6,32
168,여수,2011-01-29 7:00,-4.6,,1.2,36
168,여수,2011-01-29 8:00,-4.7,,1.2,38
168,여수,2011-01-29 9:00,-4.2,,1.2,38
168,여수,2011-01-29 10:00,-2.8,,1.2,40
168,여수,2011-01-29 11:00,-1.1,,3.7,42
168,여수,2011-01-29 12:00,-0.7,,6.4,48
168,여수,2011-01-29 13:00,-0.6,,6.7,38
168,여수,2011-01-29 14:00,-1,,5.3,26
168,여수,2011-01-29 15:00,-1,,5,26
168,여수,2011-01-29 16:00,-0.7,,10.1,24
168,여수,2011-01-29 17:00,-1.5,,8.5,26
168,여수,2011-01-29 18:00,-2.5,,10,28
168,여수,2011-01-29 19:00,-3,,5.2,31
168,여수,2011-01-29 20:00,-3.7,,8,33
168,여수,2011-01-29 21:00,-4.3,,6.9,36
168,여수,2011-01-29 22:00,-4.7,,3.3,38
168,여수,2011-01-29 23:00,-5.2,,3.9,43
168,여수,2011-01-30 0:00,-5.5,,4.8,44
168,여수,2011-01-30 1:00,-5.8,,5.2,46
168,여수,2011-01-30 2:00,-6,,2.5,49
168,여수,2011-01-30 3:00,-6.2,,3.4,50
168,여수,2011-01-30 4:00,-6.5,,3.6,53
168,여수,2011-01-30 5:00,-6.9,,5.2,56
168,여수,2011-01-30 6:00,-6.9,,2.5,57
168,여수,2011-01-30 7:00,-6.9,,3.6,56
168,여수,2011-01-30 8:00,-7.2,,4.9,54
168,여수,2011-01-30 9:00,-6.5,,5.2,49
168,여수,2011-01-30 10:00,-4.9,,5.2,36
168,여수,2011-01-30 11:00,-4.2,,4.7,31
168,여수,2011-01-30 12:00,-3.1,,6.3,30
168,여수,2011-01-30 13:00,-2.2,,5.6,25
168,여수,2011-01-30 14:00,-2,,6.3,23
168,여수,2011-01-30 15:00,-1.5,,4.7,24
168,여수,2011-01-30 16:00,-1.1,,6.5,25
168,여수,2011-01-30 17:00,-0.9,,3.2,30
168,여수,2011-01-30 18:00,-2.6,,5.7,36
168,여수,2011-01-30 19:00,-3.5,,5.8,41
168,여수,2011-01-30 20:00,-4.3,,3.5,44
168,여수,2011-01-30 21:00,-4.7,,4,45
168,여수,2011-01-30 22:00,-5,,4.1,46
168,여수,2011-01-30 23:00,-5,,6.7,46
168,여수,2011-01-31 0:00,-5.5,,6.3,51
168,여수,2011-01-31 1:00,-5.7,,5.6,57
168,여수,2011-01-31 2:00,-5.9,,7.2,59
168,여수,2011-01-31 3:00,-5.7,,5.5,58
168,여수,2011-01-31 4:00,-5.5,,6.4,56
168,여수,2011-01-31 5:00,-5.6,,6,56
168,여수,2011-01-31 6:00,-5.8,,5.5,55
168,여수,2011-01-31 7:00,-6.1,,4.8,56
168,여수,2011-01-31 8:00,-5.9,,4.8,55
168,여수,2011-01-31 9:00,-4.7,,4.1,51
168,여수,2011-01-31 10:00,-3.1,,3.2,45
168,여수,2011-01-31 11:00,-1.9,,5.1,31
168,여수,2011-01-31 12:00,-0.3,,6.3,27
168,여수,2011-01-31 13:00,0.4,,8.9,25
168,여수,2011-01-31 14:00,1.1,,10.5,24
168,여수,2011-01-31 15:00,1.5,,7.6,23
168,여수,2011-01-31 16:00,2,,9.3,23
168,여수,2011-01-31 17:00,1.6,,10.4,26
168,여수,2011-01-31 18:00,0.5,,9,35
168,여수,2011-01-31 19:00,-0.3,,10,43
168,여수,2011-01-31 20:00,-0.6,,10.7,47
168,여수,2011-01-31 21:00,-0.8,,9.8,50
168,여수,2011-01-31 22:00,-0.9,,9.6,52
168,여수,2011-01-31 23:00,-1,,7.9,54
168,여수,2011-02-01 0:00,-0.6,,7.2,53
168,여수,2011-02-01 1:00,-1.2,,5.6,56
168,여수,2011-02-01 2:00,-1,,4.2,55
168,여수,2011-02-01 3:00,-0.1,,5.7,53
168,여수,2011-02-01 4:00,-0.7,,4.9,55
168,여수,2011-02-01 5:00,-0.7,,4.1,55
168,여수,2011-02-01 6:00,-0.4,,4.4,54
168,여수,2011-02-01 7:00,-0.8,,1.2,54
168,여수,2011-02-01 8:00,-0.9,,5.6,53
168,여수,2011-02-01 9:00,0.4,,5.7,50
168,여수,2011-02-01 10:00,2.3,,4.3,41
168,여수,2011-02-01 11:00,3.9,,3.2,36
168,여수,2011-02-01 12:00,6,,3.3,30
168,여수,2011-02-01 13:00,6.7,,4.5,29
168,여수,2011-02-01 14:00,6.7,,1.2,33
168,여수,2011-02-01 15:00,6.3,,1.6,32
168,여수,2011-02-01 16:00,7,,0.2,32
168,여수,2011-02-01 17:00,8.1,,3.2,31
168,여수,2011-02-01 18:00,6.4,,3.5,36
168,여수,2011-02-01 19:00,5.7,,2.3,36
168,여수,2011-02-01 20:00,4.6,,2.6,43
168,여수,2011-02-01 21:00,3.7,,5,47
168,여수,2011-02-01 22:00,3.6,,6.5,45
168,여수,2011-02-01 23:00,4,,7.2,43
168,여수,2011-02-02 0:00,3.4,,2.9,42
168,여수,2011-02-02 1:00,2.9,,2.9,44
168,여수,2011-02-02 2:00,3.1,,1.1,43
168,여수,2011-02-02 3:00,2.4,,6.4,46
168,여수,2011-02-02 4:00,2.6,,1.7,42
168,여수,2011-02-02 5:00,3.1,,2.3,43
168,여수,2011-02-02 6:00,1.8,,2.4,60
168,여수,2011-02-02 7:00,1.5,,2.7,54
168,여수,2011-02-02 8:00,2.1,,1,58
168,여수,2011-02-02 9:00,2.1,,5.2,60
168,여수,2011-02-02 10:00,4.2,,3.8,51
168,여수,2011-02-02 11:00,6,,4,44
168,여수,2011-02-02 12:00,7.2,,4.5,35
168,여수,2011-02-02 13:00,8.8,,4.7,25
168,여수,2011-02-02 14:00,9,,5.2,17
168,여수,2011-02-02 15:00,9.4,,6.2,15
168,여수,2011-02-02 16:00,9.5,,5.9,17
168,여수,2011-02-02 17:00,9.1,,5,21
168,여수,2011-02-02 18:00,7.9,,6.9,26
168,여수,2011-02-02 19:00,7.3,,6.4,27
168,여수,2011-02-02 20:00,6.8,,5.6,28
168,여수,2011-02-02 21:00,5.8,,3.7,32
168,여수,2011-02-02 22:00,5.5,,6.9,32
168,여수,2011-02-02 23:00,4.9,,4.1,34
168,여수,2011-02-03 0:00,3.9,,1.7,39
168,여수,2011-02-03 1:00,2.7,,1.2,54
168,여수,2011-02-03 2:00,1.8,,0.9,53
168,여수,2011-02-03 3:00,1,,1.6,52
168,여수,2011-02-03 4:00,0.6,,1.2,60
168,여수,2011-02-03 5:00,0.2,,0.6,62
168,여수,2011-02-03 6:00,0,,1.3,59
168,여수,2011-02-03 7:00,-0.4,,0.9,62
168,여수,2011-02-03 8:00,-0.8,,1.7,54
168,여수,2011-02-03 9:00,1.3,,0.2,48
168,여수,2011-02-03 10:00,3.2,,1,49
168,여수,2011-02-03 11:00,4.7,,2.6,38
168,여수,2011-02-03 12:00,6.3,,3.6,38
168,여수,2011-02-03 13:00,8.6,,4.8,18
168,여수,2011-02-03 14:00,9.6,,6.1,17
168,여수,2011-02-03 15:00,9.7,,5.7,24
168,여수,2011-02-03 16:00,9.7,,5.5,26
168,여수,2011-02-03 17:00,8.4,,5,31
168,여수,2011-02-03 18:00,7.9,,3.2,25
168,여수,2011-02-03 19:00,7.2,,3.6,25
168,여수,2011-02-03 20:00,6.7,,2.4,28
168,여수,2011-02-03 21:00,5.4,,0.7,35
168,여수,2011-02-03 22:00,4.2,,1.7,46
168,여수,2011-02-03 23:00,4.4,,1.1,46
168,여수,2011-02-04 0:00,4.2,,1.6,44
168,여수,2011-02-04 1:00,3.5,,1.4,51
168,여수,2011-02-04 2:00,3.2,,1.4,47
168,여수,2011-02-04 3:00,3.1,,1.6,47
168,여수,2011-02-04 4:00,3,,1.2,55
168,여수,2011-02-04 5:00,1.9,,0.6,63
168,여수,2011-02-04 6:00,1.8,,1.4,64
168,여수,2011-02-04 7:00,1.6,,1.9,66
168,여수,2011-02-04 8:00,1.2,,1.5,69
168,여수,2011-02-04 9:00,2.2,,1.2,67
168,여수,2011-02-04 10:00,3.8,,1.1,62
168,여수,2011-02-04 11:00,6.5,,0.9,51
168,여수,2011-02-04 12:00,9,,3.2,40
168,여수,2011-02-04 13:00,9.9,,5.3,32
168,여수,2011-02-04 14:00,10.9,,4.2,25
168,여수,2011-02-04 15:00,10.2,,5.1,33
168,여수,2011-02-04 16:00,10.8,,3.6,27
168,여수,2011-02-04 17:00,10.7,,4.4,15
168,여수,2011-02-04 18:00,9.4,,4.4,16
168,여수,2011-02-04 19:00,8.3,,4.2,18
168,여수,2011-02-04 20:00,7.5,,2.6,21
168,여수,2011-02-04 21:00,7.3,,3,23
168,여수,2011-02-04 22:00,6.9,,2,24
168,여수,2011-02-04 23:00,6.6,,1.9,26
168,여수,2011-02-05 0:00,5.7,,2.7,27
168,여수,2011-02-05 1:00,5.8,,4,22
168,여수,2011-02-05 2:00,5.4,,1.9,19
168,여수,2011-02-05 3:00,5.4,,3.5,17
168,여수,2011-02-05 4:00,4.6,,1.5,25
168,여수,2011-02-05 5:00,3.2,,1.3,34
168,여수,2011-02-05 6:00,3.7,,2,28
168,여수,2011-02-05 7:00,2.8,,1.5,34
168,여수,2011-02-05 8:00,3.2,,3.9,30
168,여수,2011-02-05 9:00,4.5,,6,29
168,여수,2011-02-05 10:00,5.2,,1.8,39
168,여수,2011-02-05 11:00,5.2,,4.4,33
168,여수,2011-02-05 12:00,6.9,,1.5,24
168,여수,2011-02-05 13:00,8.6,,2.1,24
168,여수,2011-02-05 14:00,8.8,,0.9,20
168,여수,2011-02-05 15:00,9.1,,1.3,22
168,여수,2011-02-05 16:00,9.1,,0.5,21
168,여수,2011-02-05 17:00,8.3,,3.8,36
168,여수,2011-02-05 18:00,6.9,,1.9,39
168,여수,2011-02-05 19:00,6.2,,0,40
168,여수,2011-02-05 20:00,6,,2.8,33
168,여수,2011-02-05 21:00,5.5,,0.7,36
168,여수,2011-02-05 22:00,4.6,,0.7,40
168,여수,2011-02-05 23:00,5.3,,0.1,35
168,여수,2011-02-06 0:00,5.6,,0.1,35
168,여수,2011-02-06 1:00,3.8,,0.1,48
168,여수,2011-02-06 2:00,3,,0.6,53
168,여수,2011-02-06 3:00,2.8,,0.3,59
168,여수,2011-02-06 4:00,2.4,,0.7,56
168,여수,2011-02-06 5:00,2.7,,0.3,48
168,여수,2011-02-06 6:00,1.3,,1.9,63
168,여수,2011-02-06 7:00,1.1,,1.6,72
168,여수,2011-02-06 8:00,2.2,,1,53
168,여수,2011-02-06 9:00,3.2,,0.1,54
168,여수,2011-02-06 10:00,4.5,,1.5,51
168,여수,2011-02-06 11:00,6.6,,1.6,42
168,여수,2011-02-06 12:00,8.3,,4.1,33
168,여수,2011-02-06 13:00,9.6,,3.4,33
168,여수,2011-02-06 14:00,10,,4.7,33
168,여수,2011-02-06 15:00,10.3,,4.3,36
168,여수,2011-02-06 16:00,9.9,,3.8,43
168,여수,2011-02-06 17:00,11.2,,5.9,24
168,여수,2011-02-06 18:00,10.1,,3.7,30
168,여수,2011-02-06 19:00,8.8,,5.6,42
168,여수,2011-02-06 20:00,7.9,,5.3,51
168,여수,2011-02-06 21:00,7.3,,1.3,56
168,여수,2011-02-06 22:00,6.7,,3.8,59
168,여수,2011-02-06 23:00,6.4,,7.5,60
168,여수,2011-02-07 0:00,5.7,,6.8,62
168,여수,2011-02-07 1:00,5.3,,3.9,62
168,여수,2011-02-07 2:00,4.6,,2.2,66
168,여수,2011-02-07 3:00,4.2,,6.7,67
168,여수,2011-02-07 4:00,3.5,,5.8,66
168,여수,2011-02-07 5:00,3.3,,6.8,65
168,여수,2011-02-07 6:00,3.3,,5.4,65
168,여수,2011-02-07 7:00,2.5,,1.5,66
168,여수,2011-02-07 8:00,2.2,,0.7,71
168,여수,2011-02-07 9:00,3.3,,1.5,66
168,여수,2011-02-07 10:00,4.6,,3.2,49
168,여수,2011-02-07 11:00,5.7,,3.4,39
168,여수,2011-02-07 12:00,6.2,,3.7,36
168,여수,2011-02-07 13:00,7.3,,1.9,28
168,여수,2011-02-07 14:00,7.4,,2.9,30
168,여수,2011-02-07 15:00,8.3,,1.8,32
168,여수,2011-02-07 16:00,8.7,,3.2,15
168,여수,2011-02-07 17:00,7.3,,2.1,35
168,여수,2011-02-07 18:00,6.7,,1.3,44
168,여수,2011-02-07 19:00,6.5,,0.5,44
168,여수,2011-02-07 20:00,6.5,,0.2,44
168,여수,2011-02-07 21:00,6.4,,0.4,45
168,여수,2011-02-07 22:00,5.6,,0.8,51
168,여수,2011-02-07 23:00,4.9,,0.3,56
168,여수,2011-02-08 0:00,4.4,,0.9,58
168,여수,2011-02-08 1:00,4.9,,1.9,53
168,여수,2011-02-08 2:00,5.5,,0.1,58
168,여수,2011-02-08 3:00,4.6,,1.7,63
168,여수,2011-02-08 4:00,4.8,,2,62
168,여수,2011-02-08 5:00,4.8,,2.6,64
168,여수,2011-02-08 6:00,5.7,0,1.5,64
168,여수,2011-02-08 7:00,5.5,,2,70
168,여수,2011-02-08 8:00,4.8,,2.6,87
168,여수,2011-02-08 9:00,4.4,1,2.3,87
168,여수,2011-02-08 10:00,4.3,,3.7,90
168,여수,2011-02-08 11:00,4.3,,3.8,92
168,여수,2011-02-08 12:00,4.3,3.5,3.8,93
168,여수,2011-02-08 13:00,4.1,,6.8,94
168,여수,2011-02-08 14:00,4.7,,6.3,94
168,여수,2011-02-08 15:00,4.6,1,6.4,92
168,여수,2011-02-08 16:00,4.4,,3.9,93
168,여수,2011-02-08 17:00,5.2,,3.1,94
168,여수,2011-02-08 18:00,5.1,1.5,4.1,90
168,여수,2011-02-08 19:00,4.8,,2.9,92
168,여수,2011-02-08 20:00,5.1,,0.6,89
168,여수,2011-02-08 21:00,5.3,,0.2,86
168,여수,2011-02-08 22:00,5,,3.1,87
168,여수,2011-02-08 23:00,5.3,,1.8,85
168,여수,2011-02-09 0:00,5.1,,4.7,83
168,여수,2011-02-09 1:00,5.2,,3.4,69
168,여수,2011-02-09 2:00,4.9,,3.2,67
168,여수,2011-02-09 3:00,4.3,,1.9,64
168,여수,2011-02-09 4:00,3.5,,1,59
168,여수,2011-02-09 5:00,3.6,,2,47
168,여수,2011-02-09 6:00,3.1,,8.8,41
168,여수,2011-02-09 7:00,2.4,,6.5,43
168,여수,2011-02-09 8:00,2.1,,6.7,47
168,여수,2011-02-09 9:00,2.6,,10.4,48
168,여수,2011-02-09 10:00,3.2,,8.4,48
168,여수,2011-02-09 11:00,4.2,,5.4,44
168,여수,2011-02-09 12:00,4.8,,10.2,41
168,여수,2011-02-09 13:00,5.8,,7,38
168,여수,2011-02-09 14:00,6.5,,8.2,32
168,여수,2011-02-09 15:00,7,,10,26
168,여수,2011-02-09 16:00,7,,10.6,23
168,여수,2011-02-09 17:00,6.5,,7.6,22
168,여수,2011-02-09 18:00,5.8,,6.2,23
168,여수,2011-02-09 19:00,5.3,,6.6,24
168,여수,2011-02-09 20:00,4.6,,6.6,28
168,여수,2011-02-09 21:00,4.1,,6.2,36
168,여수,2011-02-09 22:00,3.6,,3.6,44
168,여수,2011-02-09 23:00,2.5,,5.6,49
168,여수,2011-02-10 0:00,2.1,,6,52
168,여수,2011-02-10 1:00,1.9,,3.9,52
168,여수,2011-02-10 2:00,1.5,,0.4,57
168,여수,2011-02-10 3:00,1.5,,1.7,53
168,여수,2011-02-10 4:00,2.1,,1.6,46
168,여수,2011-02-10 5:00,2,,3.8,42
168,여수,2011-02-10 6:00,1.7,,4.7,45
168,여수,2011-02-10 7:00,1.9,,3.3,43
168,여수,2011-02-10 8:00,1.9,,3.1,44
168,여수,2011-02-10 9:00,2.2,,4.9,40
168,여수,2011-02-10 10:00,2.9,,4.3,40
168,여수,2011-02-10 11:00,3.2,,4.2,39
168,여수,2011-02-10 12:00,3.2,,1.9,52
168,여수,2011-02-10 13:00,1.6,,0.7,86
168,여수,2011-02-10 14:00,0.9,,1.2,92
168,여수,2011-02-10 15:00,0.9,1.5,3.3,90
168,여수,2011-02-10 16:00,1.1,,0.4,92
168,여수,2011-02-10 17:00,0.7,,0,93
168,여수,2011-02-10 18:00,1.1,0.5,1.2,93
168,여수,2011-02-10 19:00,1.2,,0.9,91
168,여수,2011-02-10 20:00,1.6,,1.5,87
168,여수,2011-02-10 21:00,1.7,,1.8,87
168,여수,2011-02-10 22:00,0.9,,2.2,73
168,여수,2011-02-10 23:00,0.5,,6.1,72
168,여수,2011-02-11 0:00,0.3,,6.9,70
168,여수,2011-02-11 1:00,0,,6.8,66
168,여수,2011-02-11 2:00,-0.5,,5.5,68
168,여수,2011-02-11 3:00,-0.7,,7.4,65
168,여수,2011-02-11 4:00,-1.2,,9,58
168,여수,2011-02-11 5:00,-1.5,,7.1,59
168,여수,2011-02-11 6:00,-1.6,,6.7,55
168,여수,2011-02-11 7:00,-1.7,,8.8,52
168,여수,2011-02-11 8:00,-1.6,,8.5,52
168,여수,2011-02-11 9:00,-0.8,,8.1,46
168,여수,2011-02-11 10:00,0.7,,7.8,39
168,여수,2011-02-11 11:00,2.1,,6.1,33
168,여수,2011-02-11 12:00,3.7,,6.5,26
168,여수,2011-02-11 13:00,4.8,,9.5,23
168,여수,2011-02-11 14:00,5.9,,8.1,20
168,여수,2011-02-11 15:00,5.9,,8.6,20
168,여수,2011-02-11 16:00,6.1,,7,18
168,여수,2011-02-11 17:00,5.2,,9.3,20
168,여수,2011-02-11 18:00,3.7,,10.2,25
168,여수,2011-02-11 19:00,2,,10.1,35
168,여수,2011-02-11 20:00,0.5,,11.8,38
168,여수,2011-02-11 21:00,-0.4,,10.5,38
168,여수,2011-02-11 22:00,-1,,10.4,39
168,여수,2011-02-11 23:00,-1.5,,14.4,44
168,여수,2011-02-12 0:00,-1.8,,10.1,47
168,여수,2011-02-12 1:00,-1.8,,12.1,43
168,여수,2011-02-12 2:00,-2,,10.4,45
168,여수,2011-02-12 3:00,-2,,11.6,42
168,여수,2011-02-12 4:00,-2.2,,8.4,47
168,여수,2011-02-12 5:00,-2.6,,5.6,49
168,여수,2011-02-12 6:00,-2.7,,7.9,45
168,여수,2011-02-12 7:00,-3.2,,5,48
168,여수,2011-02-12 8:00,-3.6,,6.6,48
168,여수,2011-02-12 9:00,-3.5,,10.7,42
168,여수,2011-02-12 10:00,-2.8,,10.1,40
168,여수,2011-02-12 11:00,-1.4,,8.1,33
168,여수,2011-02-12 12:00,-0.6,,9.2,31
168,여수,2011-02-12 13:00,0.2,,9.3,30
168,여수,2011-02-12 14:00,1,,8.7,27
168,여수,2011-02-12 15:00,1.8,,8,25
168,여수,2011-02-12 16:00,1.8,,6,25
168,여수,2011-02-12 17:00,1.2,,6.9,25
168,여수,2011-02-12 18:00,-0.1,,5.5,30
168,여수,2011-02-12 19:00,-1.1,,7.5,31
168,여수,2011-02-12 20:00,-1.9,,7.2,33
